# c-balanced Latin square
# n=84
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
68,2,13,37,46,56,70,6,19,51,4,26,53,61,24,80,76,50,79,78,31,84,16,35,14,42,58,83,5,9,67,8,25,60,3,22,72,32,41,17,28,47,27,69,74,77,40,12,63,44,10,30,20,1,82,52,45,43,18,59,48,33,75,49,7,73,71,57,66,34,62,15,54,11,23,38,65,36,39,29,81,64,55,21
66,21,16,73,12,65,23,38,75,15,13,83,59,54,39,22,57,34,1,20,3,64,4,17,77,28,55,7,26,31,18,71,40,33,2,84,30,48,45,67,78,46,10,11,51,36,32,61,25,43,72,80,24,70,49,29,47,35,44,79,19,62,41,68,6,37,56,81,42,8,63,53,74,5,60,69,27,9,58,76,14,82,52,50
69,17,35,63,34,11,30,45,9,53,47,43,10,18,74,50,72,52,76,5,82,48,6,37,23,15,81,41,42,73,7,38,59,27,62,68,44,26,19,49,8,36,2,56,78,4,29,80,39,46,60,28,58,14,54,75,55,3,61,25,1,84,32,16,77,64,20,21,24,79,70,83,65,12,67,57,71,13,31,66,40,33,22,51
71,42,14,56,67,32,81,83,10,5,79,1,70,49,8,29,41,19,55,47,60,27,40,46,61,52,72,24,13,3,80,75,63,54,51,77,21,58,82,11,31,20,33,12,64,22,6,15,50,34,57,65,45,16,62,66,36,84,53,76,39,4,78,35,18,69,2,9,59,44,28,23,38,30,7,73,43,17,37,26,48,25,68,74
62,7,20,58,36,2,78,39,24,77,49,6,16,73,84,28,33,51,44,45,43,70,25,26,12,68,22,32,76,57,41,66,21,74,64,1,65,13,81,69,18,35,37,71,75,9,53,38,30,59,83,23,31,79,60,40,67,82,8,42,55,34,46,10,17,27,72,4,50,48,5,14,47,61,80,52,11,29,19,15,54,63,3,56
74,3,11,40,48,25,4,27,54,59,28,38,63,37,67,82,31,15,66,57,69,30,2,51,80,65,50,18,53,34,55,84,43,20,29,9,8,61,39,76,70,79,17,14,5,42,52,56,24,81,13,19,47,68,21,23,12,64,32,22,73,72,7,71,58,36,41,49,26,6,60,33,10,78,62,44,35,77,16,75,1,45,83,46
81,33,46,52,50,68,35,14,64,60,8,12,65,17,79,1,16,83,75,9,21,56,77,71,10,78,49,48,19,29,36,47,4,69,67,73,25,23,62,5,44,7,72,3,63,82,11,58,45,41,40,6,37,66,57,2,26,20,54,15,74,80,30,24,51,34,39,38,43,61,22,13,27,18,32,42,31,76,55,70,84,53,28,59
80,31,23,61,82,57,13,76,26,41,18,34,19,45,44,58,7,53,39,42,72,22,32,24,62,38,40,46,17,79,10,16,30,37,70,6,35,60,14,71,59,1,55,15,54,84,47,83,48,77,51,4,27,43,65,33,78,28,75,29,2,64,63,3,25,52,11,5,74,73,56,81,49,21,20,68,50,66,67,8,69,12,9,36
64,9,47,26,75,29,74,66,36,22,25,32,55,42,20,2,3,73,11,35,28,58,19,54,63,5,30,59,56,15,33,39,53,13,50,17,27,78,84,52,48,68,49,45,43,44,10,1,7,67,21,8,61,76,38,69,31,81,14,60,23,65,57,12,70,62,77,16,80,46,40,41,4,6,83,51,82,72,34,71,24,37,18,79
72,4,27,70,38,5,84,69,71,61,68,29,51,21,78,6,60,37,24,65,14,52,76,31,43,66,67,8,28,77,12,23,83,45,80,46,20,75,36,64,53,40,81,34,41,57,19,16,62,33,74,26,42,18,44,59,73,17,49,11,56,50,9,22,82,48,63,10,47,7,55,25,79,2,1,3,54,15,30,35,39,32,58,13
79,12,18,55,44,51,34,40,48,62,46,81,9,15,36,77,30,56,49,59,80,83,53,7,3,1,6,11,60,2,70,22,24,82,41,38,10,54,16,42,74,58,25,26,66,35,27,28,37,73,63,32,50,5,39,13,71,19,4,68,52,43,67,76,31,84,29,78,14,17,69,64,72,8,45,75,21,33,47,57,20,65,61,23
65,30,10,43,49,41,63,8,20,67,33,82,84,75,47,64,48,54,74,23,17,29,50,39,57,73,4,27,21,14,58,72,61,34,18,31,40,2,55,22,24,77,32,13,46,76,69,68,71,78,52,56,11,35,7,1,51,80,5,6,66,28,59,79,44,15,83,3,45,37,9,12,36,16,70,25,53,26,81,42,60,38,62,19
