# c-balanced sequence
# n=51
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
44,13,3,37,27,24,7,2,22,11,28,17,10,43,31,47,30,50,25,6,15,26,49,12,14,18,16,34,33,51,39,40,1,9,20,38,41,48,19,42,35,8,5,32,36,46,23,21,4,45,29
39,11,29,32,8,14,4,33,38,13,3,20,48,34,46,15,1,24,5,36,27,42,41,9,31,40,19,50,44,45,21,35,43,23,6,28,17,2,47,18,22,10,26,30,51,37,49,16,12,25,7
46,7,23,28,21,40,16,49,26,51,18,50,35,20,38,42,12,19,32,45,37,34,39,5,10,22,29,13,6,4,24,47,36,8,30,11,25,27,41,3,33,9,43,2,1,17,44,14,31,15,48
41,17,1,31,30,47,15,6,43,45,8,51,36,33,27,26,25,2,14,21,28,10,11,23,49,48,9,37,32,7,38,12,29,50,5,16,46,20,22,44,4,42,34,24,13,19,3,39,35,18,40
35,20,43,41,34,2,39,24,9,50,19,44,37,22,29,3,13,47,8,48,16,40,15,51,25,33,4,31,46,18,1,10,42,17,26,7,45,28,38,23,5,14,6,12,49,32,27,30,36,21,11
45,21,10,23,49,12,22,25,32,36,42,5,16,3,17,14,6,11,30,4,18,7,46,1,43,20,44,27,39,26,15,37,19,33,13,9,8,40,24,51,48,41,35,31,47,2,29,34,38,28,50
42,9,33,7,13,50,29,36,31,25,48,27,40,4,12,34,49,28,37,35,41,30,38,19,24,47,17,23,16,2,14,44,21,3,10,51,32,15,1,46,20,39,11,18,6,22,45,26,8,5,43
51,6,30,48,11,38,26,46,5,15,22,32,47,1,39,10,43,33,18,44,20,8,45,21,12,36,2,3,40,41,34,49,28,35,27,24,19,37,17,14,29,31,13,7,23,50,4,25,9,16,42
38,4,8,44,35,18,9,27,40,14,24,2,15,19,28,23,45,31,29,13,39,6,17,50,26,32,5,22,25,47,42,16,7,34,43,36,30,11,33,12,49,3,51,41,20,21,48,37,46,10,1
37,28,26,17,19,10,21,41,34,20,12,43,49,7,18,51,16,9,1,42,5,36,14,4,29,3,46,11,35,13,30,23,38,2,48,31,22,39,50,32,47,44,40,45,25,8,15,24,6,27,33
47,25,27,46,16,1,23,37,3,35,33,31,14,24,2,48,41,15,34,11,50,32,22,40,44,6,45,51,12,9,8,26,20,18,39,49,29,7,10,43,28,21,38,4,42,5,36,17,13,19,30
31,50,40,39,20,45,13,19,30,17,29,38,6,11,8,5,4,7,22,49,24,3,33,16,28,34,42,21,10,43,27,48,25,32,37,44,14,23,35,2,36,15,1,46,26,9,18,12,47,41,51
32,2,15,18,43,42,11,44,7,10,21,46,26,25,37,36,27,17,51,12,23,9,48,35,39,41,38,20,29,19,5,6,45,40,47,1,4,13,16,8,30,24,50,33,28,34,31,22,49,14,3
49,12,34,22,29,33,48,28,1,47,39,41,13,42,50,32,40,38,26,19,25,2,31,18,30,8,7,14,24,17,36,4,51,15,46,3,21,5,9,6,45,27,37,16,10,43,11,35,44,20,23
24,5,14,36,3,6,51,8,16,4,23,9,30,45,35,44,21,20,10,46,43,47,27,13,37,15,1,49,28,50,33,31,11,22,41,12,42,18,26,34,25,17,48,19,29,40,7,38,2,39,32
