# c-balanced sequence
# n=97
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
62,18,79,35,11,7,19,80,16,55,96,28,57,23,88,26,13,83,2,67,54,77,33,31,74,38,24,6,50,78,3,21,87,85,91,72,10,59,76,15,45,25,27,9,93,20,12,61,43,82,75,94,34,69,52,32,89,70,56,47,48,44,97,90,64,29,53,73,95,39,4,14,36,60,46,51,30,1,66,71,68,5,84,17,42,58,63,41,86,40,65,8,81,49,22,37,92
60,29,48,63,51,42,17,32,30,36,24,45,69,21,40,41,50,5,20,39,43,1,93,88,61,4,84,15,86,53,66,13,68,56,23,44,74,75,65,64,97,22,7,89,78,11,46,6,58,49,55,90,59,83,81,18,76,2,87,38,71,26,37,94,10,54,27,8,9,85,92,91,57,62,67,14,3,25,77,34,16,70,19,47,31,28,73,80,35,72,95,52,79,82,33,12,96
53,20,59,77,2,96,61,46,26,9,8,31,52,87,1,12,81,34,18,75,70,60,58,65,62,68,27,95,80,67,94,82,54,73,57,79,16,14,92,47,86,36,90,63,17,33,48,91,5,22,37,51,7,3,45,43,85,72,88,49,28,19,41,15,40,11,25,71,44,29,13,42,30,32,97,84,78,64,35,39,24,50,23,4,74,21,76,6,69,89,38,10,93,83,56,55,66
91,37,10,44,49,81,58,78,76,74,29,47,93,42,94,56,73,72,30,84,85,28,3,64,8,89,19,11,25,35,5,92,40,80,71,27,77,6,69,34,32,55,50,39,14,38,21,96,66,4,45,61,23,97,13,33,65,60,95,20,86,9,59,24,82,83,79,70,1,62,22,88,52,48,12,31,15,41,63,26,7,43,53,90,67,75,18,46,17,36,87,68,57,54,2,16,51
66,32,7,33,25,13,87,39,4,75,90,84,82,53,6,68,49,78,16,9,92,38,91,95,57,26,22,46,2,48,51,93,83,70,88,15,43,40,12,28,30,24,56,19,62,79,47,67,71,64,54,18,20,36,10,73,31,21,41,52,17,80,63,8,61,69,50,34,35,74,86,23,37,96,77,72,89,55,65,76,42,58,29,3,81,5,59,1,14,94,44,60,85,45,97,11,27
67,23,14,73,3,63,50,79,83,21,65,89,72,55,15,86,35,17,69,74,66,27,24,52,36,90,81,45,41,96,59,1,58,62,31,9,97,42,60,37,29,13,32,94,43,68,77,51,76,8,26,84,11,30,92,5,28,44,16,12,39,57,4,38,54,75,56,2,10,6,46,82,95,91,71,93,87,22,64,18,85,34,80,33,25,70,48,49,20,78,7,88,40,47,53,19,61
89,31,80,85,64,44,40,47,23,5,38,46,6,77,90,95,61,71,22,48,37,97,8,7,13,12,82,63,28,20,18,34,16,65,76,75,52,54,87,53,33,41,49,83,10,59,1,2,74,27,88,57,24,70,35,93,19,78,58,25,55,14,68,42,51,17,92,72,45,3,94,43,67,81,66,11,69,21,9,36,91,86,60,96,84,56,79,62,15,30,32,39,29,73,26,4,50
76,30,88,92,84,70,86,95,62,43,19,10,15,34,2,42,45,56,54,51,41,53,94,14,21,47,29,71,72,4,91,55,33,67,81,39,25,61,11,89,58,73,69,78,66,36,50,9,3,35,16,46,85,22,64,96,82,77,79,32,1,60,40,87,20,26,97,31,48,7,59,18,65,6,8,80,90,49,27,83,52,44,57,38,24,12,74,68,93,23,63,37,5,75,17,13,28
68,94,28,22,12,11,93,97,20,54,52,27,19,59,50,80,1,96,79,57,4,40,44,83,87,78,32,48,56,60,69,26,42,24,3,63,17,85,74,8,5,38,21,18,82,86,90,70,25,29,7,65,62,2,37,15,71,6,91,53,13,75,67,23,36,81,46,39,30,49,89,84,41,45,33,47,16,51,76,31,92,73,35,10,88,61,43,34,66,58,72,55,14,77,64,95,9
81,36,60,43,16,57,24,45,67,7,18,51,25,58,3,33,88,9,62,64,91,35,17,11,39,77,93,49,85,6,75,37,14,96,44,30,41,68,66,46,84,31,23,55,95,72,92,53,48,26,52,40,10,80,4,56,79,73,50,34,63,74,61,47,12,32,76,5,28,20,90,83,1,54,87,19,27,29,59,82,13,78,94,65,15,97,8,21,89,22,69,2,71,70,86,38,42
