# c-balanced sequence
# n=92
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
51,8,7,87,81,14,83,11,59,74,85,4,25,19,16,57,30,56,42,61,66,71,31,40,84,15,73,44,80,62,38,6,54,69,26,39,92,17,28,68,90,45,67,72,1,21,46,29,75,65,77,53,47,33,34,86,12,24,79,37,27,49,2,76,35,20,58,88,60,70,48,13,32,89,63,52,82,18,43,36,41,55,23,22,9,10,78,5,91,50,3,64
90,9,27,77,49,63,24,36,87,75,8,18,64,55,76,48,12,10,46,79,38,21,1,52,43,32,86,20,41,2,22,45,33,37,74,40,82,5,23,78,35,19,54,58,13,88,72,60,4,3,26,92,66,68,89,85,31,59,62,50,73,53,47,91,28,69,71,61,6,67,14,80,11,7,29,57,56,70,44,34,16,65,83,51,84,42,15,17,30,25,39,81
57,43,29,82,61,2,35,53,13,6,58,56,67,84,47,72,37,75,73,59,17,28,86,23,76,39,45,34,70,9,25,65,89,42,51,14,18,69,85,60,77,16,63,64,31,44,71,30,50,49,83,91,8,15,41,21,48,1,78,87,52,7,22,10,36,11,33,81,27,55,3,5,24,88,46,92,68,40,66,12,62,38,19,80,26,74,20,32,54,4,90,79
54,5,1,38,17,91,33,19,15,66,31,39,65,50,62,89,32,74,34,51,16,78,29,20,26,92,68,24,81,49,3,46,41,80,53,83,71,88,55,11,10,84,4,79,37,36,14,7,57,22,27,56,52,90,73,60,75,44,18,70,82,86,48,72,30,59,40,12,47,76,85,42,23,25,9,35,64,67,8,58,28,77,13,43,87,69,6,45,21,63,2,61
48,4,88,40,52,44,7,30,42,69,70,81,86,63,80,22,25,92,64,11,43,60,36,79,3,35,77,83,61,27,51,12,59,75,13,24,47,2,19,58,32,8,66,38,73,5,28,62,87,85,67,6,20,76,46,49,23,29,45,55,9,74,54,21,68,34,26,39,15,50,37,18,90,84,65,1,14,31,91,10,17,53,89,78,33,71,57,72,41,16,82,56
56,21,10,23,37,69,6,73,28,60,68,91,46,11,33,45,67,26,31,48,47,30,85,65,14,8,16,90,74,18,55,87,72,15,70,76,52,50,29,57,9,42,82,22,43,89,39,84,41,17,12,61,78,25,38,80,36,71,32,53,64,19,58,40,83,63,5,79,24,20,13,34,77,51,49,54,2,59,3,35,81,92,4,86,1,88,66,62,7,27,75,44
62,24,83,55,59,18,3,20,90,44,34,5,12,53,10,78,82,54,27,72,84,49,77,13,50,58,57,71,66,88,67,36,56,1,21,6,4,87,63,25,33,7,86,45,26,81,2,32,40,15,42,23,74,30,91,16,35,17,64,9,92,8,69,29,51,80,14,89,75,43,41,46,68,76,60,39,47,61,73,70,38,52,79,65,22,37,31,11,85,48,19,28
60,37,85,39,47,84,51,76,92,38,80,14,21,79,1,71,35,4,2,15,9,22,70,41,64,63,17,65,89,28,69,40,29,82,3,11,43,61,44,91,20,74,75,48,18,53,90,68,54,45,31,34,10,58,88,19,27,56,13,72,42,66,6,81,52,55,77,25,62,7,57,78,87,12,16,86,83,26,32,33,5,24,30,49,8,73,46,50,67,23,59,36
86,46,75,52,32,41,77,89,78,57,9,13,42,61,36,14,66,81,58,7,23,8,27,54,25,5,31,91,53,19,26,30,73,50,35,68,34,16,22,79,62,12,76,49,83,51,67,33,59,24,55,11,87,44,4,37,3,39,2,15,28,70,18,85,82,43,1,84,92,17,65,90,56,38,72,45,48,63,88,6,71,47,80,29,21,20,69,64,74,40,10,60
49,22,17,45,29,74,71,40,12,2,32,16,28,26,87,24,89,8,6,19,68,39,90,33,38,62,85,72,59,52,84,79,10,88,67,66,48,7,31,64,1,21,46,70,56,47,35,92,78,58,69,43,51,63,5,65,77,25,14,80,61,44,20,23,60,50,4,73,11,54,86,81,27,30,75,53,36,41,55,57,9,82,37,34,91,15,83,3,18,76,42,13
64,34,20,53,48,80,27,55,25,50,92,43,88,44,65,15,86,83,77,45,18,69,37,91,42,56,4,23,76,75,78,11,63,17,47,46,54,73,13,40,30,41,24,60,6,28,3,39,21,9,71,82,72,1,31,57,29,81,38,10,68,62,16,89,90,66,67,59,22,36,26,61,74,49,79,33,19,51,5,7,14,58,32,35,85,2,70,84,87,8,52,12
59,11,61,67,56,72,8,9,58,63,35,82,70,74,73,7,49,30,1,13,3,36,46,62,51,2,48,6,18,92,5,83,81,16,20,60,10,32,57,90,37,14,87,65,77,80,76,38,52,86,64,19,50,17,26,69,34,84,47,85,12,43,33,79,22,41,88,78,31,91,28,44,71,15,4,42,29,21,23,27,25,40,39,53,75,54,24,68,55,89,45,66
