# c-balanced sequence
# n=98
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
86,40,75,23,38,24,84,77,32,65,7,45,53,26,72,29,79,71,2,49,27,31,63,85,1,41,36,50,70,44,10,16,25,59,98,46,11,5,39,14,57,34,20,6,93,35,95,54,18,28,89,13,8,37,81,94,62,55,80,15,56,4,91,90,66,87,17,30,67,58,88,42,3,73,76,60,69,92,51,21,47,83,19,64,78,12,61,96,82,48,22,97,33,52,74,68,9,43
59,13,12,57,21,96,22,97,68,9,78,56,4,92,6,11,73,48,76,55,52,16,82,67,94,39,51,18,34,33,69,24,37,30,17,83,80,62,8,89,43,58,79,28,90,29,1,60,19,87,38,7,74,54,88,46,64,45,47,14,50,75,3,10,27,70,86,71,26,63,40,77,35,66,61,98,93,41,15,72,81,20,5,25,85,2,91,44,53,36,65,31,49,84,95,32,23,42
60,45,6,44,64,89,35,50,15,94,51,72,98,88,57,33,53,70,20,91,74,66,80,87,40,58,26,42,49,27,14,71,61,81,3,95,96,9,93,56,75,92,78,23,52,47,86,82,85,76,25,22,41,84,97,77,30,65,63,83,36,12,59,32,31,28,21,13,2,68,79,48,24,46,11,5,10,18,19,90,43,73,17,16,54,39,8,34,55,62,37,67,38,7,69,29,4,1
91,42,21,55,31,95,19,8,39,75,54,63,79,61,83,17,18,36,81,22,37,43,30,47,65,62,25,73,29,7,35,46,71,41,67,27,90,32,98,12,68,4,84,44,5,72,38,64,92,77,14,10,24,16,2,11,69,23,20,78,48,76,86,9,34,1,97,93,82,57,53,50,70,85,59,26,49,6,74,52,45,89,56,96,33,58,51,13,66,87,28,60,94,15,3,40,80,88
62,17,29,93,28,36,34,74,11,59,70,1,23,49,52,82,10,24,69,77,13,41,88,90,97,48,86,60,54,5,53,65,76,50,38,2,94,85,87,35,3,21,66,26,61,56,67,15,40,8,42,9,18,58,55,32,73,68,44,51,7,80,19,89,16,6,96,43,45,46,95,27,37,25,12,20,79,91,4,39,84,33,31,22,71,14,64,57,47,75,72,63,78,30,81,83,98,92
66,14,51,46,37,85,78,71,80,15,5,58,96,33,68,12,38,86,3,89,18,28,92,23,4,19,10,20,63,56,45,95,91,84,57,64,43,13,79,73,49,55,69,16,83,30,25,70,21,75,31,39,98,34,42,53,52,72,93,17,47,22,67,60,48,94,88,87,74,90,29,8,36,54,81,7,24,65,62,1,44,9,26,40,35,32,76,2,11,6,59,77,61,41,97,82,27,50
64,7,9,90,76,82,27,31,79,4,93,16,20,47,87,44,25,32,80,67,8,14,26,56,96,98,22,59,83,74,40,77,54,6,97,15,75,34,63,72,11,46,2,24,81,45,89,86,53,36,88,60,57,65,33,71,50,37,1,38,61,69,62,84,35,39,51,41,92,91,21,19,43,78,28,68,58,94,23,29,42,66,30,52,70,49,5,3,48,12,95,17,85,73,18,55,10,13
65,47,30,50,2,94,73,45,81,26,19,41,40,37,43,39,55,35,58,9,60,42,84,75,52,17,6,29,61,72,66,23,92,32,48,88,28,70,78,18,1,33,27,64,51,71,62,7,63,68,49,20,3,36,31,12,82,54,59,11,95,5,96,13,8,44,85,77,4,16,10,98,67,76,80,91,87,57,97,22,46,79,69,90,15,74,56,38,83,53,25,93,89,34,86,14,24,21
67,8,77,38,97,98,3,49,25,92,34,48,95,27,69,89,87,91,1,11,94,62,15,24,57,44,53,12,79,21,36,2,41,82,10,19,86,52,47,22,81,85,76,96,6,5,17,13,93,78,74,59,4,28,80,39,45,46,26,90,29,40,63,58,42,65,14,56,66,73,84,83,55,72,30,32,61,88,50,43,31,18,51,60,75,7,37,23,70,33,9,54,68,35,20,16,64,71
88,16,5,71,72,46,53,24,61,69,22,97,83,84,76,60,7,50,54,90,93,21,73,55,70,33,77,13,51,58,68,39,14,85,31,89,44,59,40,95,42,37,91,9,8,25,80,23,41,30,35,94,43,29,49,6,56,34,66,87,64,2,57,38,74,20,52,32,18,1,86,15,17,47,75,48,45,67,11,82,12,92,4,3,27,78,63,10,26,81,98,36,79,19,28,96,65,62
